dataset,variant,ir,seed,classifier,auprc,auroc,f1,balanced_acc
S3,GMR-Competitive,10,42,XGB,1.0000000000000002,1.0,1.0,1.0
S3,GMR-Competitive,10,0,KNN,1.0,1.0,1.0,1.0
S3,GMR-Competitive,10,0,RF,1.0,1.0,0.9979123173277662,0.9979166666666667
S3,GMR-Competitive,10,0,LR,0.9663703953126257,0.9650260416666667,0.8921465968586387,0.8927083333333333
S3,GMR-Competitive,10,0,DT,0.9916841004184102,0.99375,0.9937369519832986,0.99375
S3,GMR-Competitive,10,0,XGB,1.0,0.9999999999999999,1.0,1.0
S3,GMR-Competitive,10,1,KNN,1.0,1.0,1.0,1.0
S3,GMR-Competitive,10,1,RF,0.9999740932364286,0.9999739583333334,0.9968717413972888,0.996875
S3,GMR-Competitive,10,1,LR,0.9692431368128489,0.9672222222222223,0.8895966029723992,0.8916666666666666
S3,GMR-Competitive,10,1,DT,0.996875,0.996875,0.9968652037617555,0.996875
S3,GMR-Competitive,10,1,XGB,0.9993555057569388,0.9994704861111111,0.9979166666666667,0.9979166666666667
S3,GMR-Competitive,10,2,KNN,1.0,1.0,1.0,1.0
S3,GMR-Competitive,10,2,RF,1.0,1.0,1.0,1.0
S3,GMR-Competitive,10,2,LR,0.9669536629097569,0.9651128472222222,0.8981288981288982,0.8979166666666667
S3,GMR-Competitive,10,2,DT,0.9989583333333334,0.9989583333333334,0.9989572471324296,0.9989583333333334
S3,GMR-Competitive,10,2,XGB,1.0,1.0,0.9979123173277662,0.9979166666666667
S3,GMR-Competitive,10,3,KNN,1.0,1.0,1.0,1.0
S3,GMR-Competitive,10,3,RF,1.0,1.0,0.9989594172736732,0.9989583333333334
S3,GMR-Competitive,10,3,LR,0.9657319627480032,0.964140625,0.8881856540084389,0.8895833333333334
S3,GMR-Competitive,10,3,DT,0.997920997920998,0.9989583333333334,0.9989594172736732,0.9989583333333334
S3,GMR-Competitive,10,3,XGB,0.9999342327728591,0.9999348958333334,0.9979166666666667,0.9979166666666667
S3,GMR-Competitive,20,42,KNN,1.0,1.0,1.0,1.0
S3,GMR-Competitive,20,42,RF,1.0,1.0,1.0,1.0
S3,GMR-Competitive,20,42,LR,0.968061624164642,0.9661979166666668,0.8941908713692946,0.89375
S3,GMR-Competitive,20,42,DT,1.0,1.0,1.0,1.0
S3,GMR-Competitive,20,42,XGB,1.0000000000000002,1.0,1.0,1.0
S3,GMR-Competitive,20,0,KNN,1.0,1.0,1.0,1.0
S3,GMR-Competitive,20,0,RF,1.0,1.0,0.9979123173277662,0.9979166666666667
S3,GMR-Competitive,20,0,LR,0.9663703953126257,0.9650260416666667,0.8921465968586387,0.8927083333333333
S3,GMR-Competitive,20,0,DT,0.9916841004184102,0.99375,0.9937369519832986,0.99375
S3,GMR-Competitive,20,0,XGB,1.0,0.9999999999999999,1.0,1.0
S3,GMR-Competitive,20,1,KNN,1.0,1.0,1.0,1.0
S3,GMR-Competitive,20,1,RF,0.9999740932364286,0.9999739583333334,0.9968717413972888,0.996875
S3,GMR-Competitive,20,1,LR,0.9692431368128489,0.9672222222222223,0.8895966029723992,0.8916666666666666
S3,GMR-Competitive,20,1,DT,0.996875,0.996875,0.9968652037617555,0.996875
S3,GMR-Competitive,20,1,XGB,0.9993555057569388,0.9994704861111111,0.9979166666666667,0.9979166666666667
S3,GMR-Competitive,20,2,KNN,1.0,1.0,1.0,1.0
S3,GMR-Competitive,20,2,RF,1.0,1.0,1.0,1.0
S3,GMR-Competitive,20,2,LR,0.9669536629097569,0.9651128472222222,0.8981288981288982,0.8979166666666667
S3,GMR-Competitive,20,2,DT,0.9989583333333334,0.9989583333333334,0.9989572471324296,0.9989583333333334
S3,GMR-Competitive,20,2,XGB,1.0,1.0,0.9979123173277662,0.9979166666666667
S3,GMR-Competitive,20,3,KNN,1.0,1.0,1.0,1.0
S3,GMR-Competitive,20,3,RF,1.0,1.0,0.9989594172736732,0.9989583333333334
S3,GMR-Competitive,20,3,LR,0.9657319627480032,0.964140625,0.8881856540084389,0.8895833333333334
S3,GMR-Competitive,20,3,DT,0.997920997920998,0.9989583333333334,0.9989594172736732,0.9989583333333334
S3,GMR-Competitive,20,3,XGB,0.9999342327728591,0.9999348958333334,0.9979166666666667,0.9979166666666667
S3,GMR-Competitive,50,42,KNN,1.0,1.0,1.0,1.0
S3,GMR-Competitive,50,42,RF,1.0,1.0,1.0,1.0
S3,GMR-Competitive,50,42,LR,0.968061624164642,0.9661979166666668,0.8941908713692946,0.89375
S3,GMR-Competitive,50,42,DT,1.0,1.0,1.0,1.0
S3,GMR-Competitive,50,42,XGB,1.0000000000000002,1.0,1.0,1.0
S3,GMR-Competitive,50,0,KNN,1.0,1.0,1.0,1.0
S3,GMR-Competitive,50,0,RF,1.0,1.0,0.9979123173277662,0.9979166666666667
S3,GMR-Competitive,50,0,LR,0.9663703953126257,0.9650260416666667,0.8921465968586387,0.8927083333333333
S3,GMR-Competitive,50,0,DT,0.9916841004184102,0.99375,0.9937369519832986,0.99375
S3,GMR-Competitive,50,0,XGB,1.0,0.9999999999999999,1.0,1.0
S3,GMR-Competitive,50,1,KNN,1.0,1.0,1.0,1.0
S3,GMR-Competitive,50,1,RF,0.9999740932364286,0.9999739583333334,0.9968717413972888,0.996875
S3,GMR-Competitive,50,1,LR,0.9692431368128489,0.9672222222222223,0.8895966029723992,0.8916666666666666
S3,GMR-Competitive,50,1,DT,0.996875,0.996875,0.9968652037617555,0.996875
S3,GMR-Competitive,50,1,XGB,0.9993555057569388,0.9994704861111111,0.9979166666666667,0.9979166666666667
S3,GMR-Competitive,50,2,KNN,1.0,1.0,1.0,1.0
S3,GMR-Competitive,50,2,RF,1.0,1.0,1.0,1.0
S3,GMR-Competitive,50,2,LR,0.9669536629097569,0.9651128472222222,0.8981288981288982,0.8979166666666667
S3,GMR-Competitive,50,2,DT,0.9989583333333334,0.9989583333333334,0.9989572471324296,0.9989583333333334
S3,GMR-Competitive,50,2,XGB,1.0,1.0,0.9979123173277662,0.9979166666666667
S3,GMR-Competitive,50,3,KNN,1.0,1.0,1.0,1.0
S3,GMR-Competitive,50,3,RF,1.0,1.0,0.9989594172736732,0.9989583333333334
S3,GMR-Competitive,50,3,LR,0.9657319627480032,0.964140625,0.8881856540084389,0.8895833333333334
S3,GMR-Competitive,50,3,DT,0.997920997920998,0.9989583333333334,0.9989594172736732,0.9989583333333334
S3,GMR-Competitive,50,3,XGB,0.9999342327728591,0.9999348958333334,0.9979166666666667,0.9979166666666667
S4,GMR-Bidirectional,5,42,KNN,0.9032990056245871,0.9683749999999999,0.9113924050632911,0.9425
S4,GMR-Bidirectional,5,42,RF,0.9886384146092105,0.99775,0.926829268292683,0.965
S4,GMR-Bidirectional,5,42,LR,0.5105505079769157,0.51325,0.2733812949640288,0.5375
S4,GMR-Bidirectional,5,42,DT,0.8678571428571428,0.965,0.926829268292683,0.965
S4,GMR-Bidirectional,5,42,XGB,0.9812191828485781,0.9959375,0.9024390243902439,0.95
S4,GMR-Bidirectional,5,0,KNN,0.9158877153503678,0.9688125,0.9135802469135802,0.9525
S4,GMR-Bidirectional,5,0,RF,0.8967138995612118,0.9756875,0.9113924050632911,0.9425
S4,GMR-Bidirectional,5,0,LR,0.41159395998993203,0.47775,0.22950819672131148,0.505
S4,GMR-Bidirectional,5,0,DT,0.7500000000000001,0.9199999999999999,0.8536585365853658,0.9199999999999999
S4,GMR-Bidirectional,5,0,XGB,0.9564360783576924,0.99225,0.9,0.94
S4,GMR-Bidirectional,5,1,KNN,0.8921094533044063,0.9875625,0.9195402298850575,0.9824999999999999
S4,GMR-Bidirectional,5,1,RF,0.8980010631344555,0.9861875,0.9176470588235294,0.9724999999999999
S4,GMR-Bidirectional,5,1,LR,0.5122888074544926,0.547625,0.2900763358778626,0.5575
S4,GMR-Bidirectional,5,1,DT,0.813209219858156,0.9674999999999999,0.896551724137931,0.9675
S4,GMR-Bidirectional,5,1,XGB,0.9629468027181992,0.9931875,0.9176470588235294,0.9724999999999999
S4,GMR-Bidirectional,5,2,KNN,0.9230309848732268,0.9698125,0.9135802469135802,0.9525
S4,GMR-Bidirectional,5,2,RF,0.932930710763986,0.965875,0.891566265060241,0.9475
S4,GMR-Bidirectional,5,2,LR,0.5364247849714541,0.557375,0.29411764705882354,0.56
S4,GMR-Bidirectional,5,2,DT,0.7677845528455285,0.9225,0.8641975308641975,0.9225
S4,GMR-Bidirectional,5,2,XGB,0.9280063761301595,0.9768749999999999,0.8780487804878049,0.935
S4,GMR-Bidirectional,5,3,KNN,0.8292734735903616,0.9402499999999999,0.8571428571428571,0.9025
S4,GMR-Bidirectional,5,3,RF,0.8881095027407773,0.9504375,0.8571428571428571,0.9025
S4,GMR-Bidirectional,5,3,LR,0.5955800113099092,0.6703750000000002,0.37037037037037035,0.6375
S4,GMR-Bidirectional,5,3,DT,0.7660256410256411,0.9125,0.8607594936708861,0.9125
S4,GMR-Bidirectional,5,3,XGB,0.9310061963877765,0.982,0.868421052631579,0.905
S4,GMR-Bidirectional,10,42,KNN,0.8445412774360144,0.9498540450375313,0.85,0.8840700583819849
S4,GMR-Bidirectional,10,42,RF,0.838292950187713,0.9660133444537115,0.7906976744186046,0.8771893244370308
S4,GMR-Bidirectional,10,42,LR,0.4210936916967536,0.5658882402001669,0.21666666666666667,0.6005004170141786
S4,GMR-Bidirectional,10,42,DT,0.630770944741533,0.8363219349457881,0.7692307692307693,0.8363219349457882
S4,GMR-Bidirectional,10,42,XGB,0.8091667095203604,0.9801918265221018,0.7441860465116279,0.8521684737281068
S4,GMR-Bidirectional,10,0,KNN,0.874134199134199,0.9512093411175979,0.8888888888888888,0.9476647206005004
S4,GMR-Bidirectional,10,0,RF,0.8875447878262401,0.9685154295246039,0.9090909090909091,0.9499582985821518
S4,GMR-Bidirectional,10,0,LR,0.3199741509247794,0.47602168473728107,0.16071428571428573,0.5187656380316931
S4,GMR-Bidirectional,10,0,DT,0.7465909090909091,0.963511259382819,0.8571428571428571,0.963511259382819
S4,GMR-Bidirectional,10,0,XGB,0.9626246228518957,0.99395329441201,0.8888888888888888,0.9476647206005004
S4,GMR-Bidirectional,10,1,KNN,0.8844276094276095,0.9702877397831526,0.8,0.8590492076730609
S4,GMR-Bidirectional,10,1,RF,0.8599175176512684,0.9859257714762303,0.7906976744186046,0.8771893244370308
S4,GMR-Bidirectional,10,1,LR,0.42108551106902536,0.5656797331109258,0.19642857142857142,0.5688073394495412
S4,GMR-Bidirectional,10,1,DT,0.6303030303030303,0.8953294412010009,0.782608695652174,0.8953294412010009
S4,GMR-Bidirectional,10,1,XGB,0.8369691713974868,0.9835279399499584,0.7906976744186046,0.8771893244370308
S4,GMR-Bidirectional,10,2,KNN,0.8029479578392622,0.9247289407839867,0.7027027027027027,0.7908673894912428
S4,GMR-Bidirectional,10,2,RF,0.8615561206470295,0.942347789824854,0.8095238095238095,0.8794829024186822
S4,GMR-Bidirectional,10,2,LR,0.273743150865987,0.46663886572143454,0.15841584158415842,0.5189741451209341
S4,GMR-Bidirectional,10,2,DT,0.6463744588744589,0.8771893244370309,0.7906976744186046,0.8771893244370308
S4,GMR-Bidirectional,10,2,XGB,0.9221335576422826,0.9908256880733944,0.7906976744186046,0.8771893244370308
S4,GMR-Bidirectional,10,3,KNN,0.8460227272727272,0.9495412844036697,0.8571428571428571,0.9045037531276063
S4,GMR-Bidirectional,10,3,RF,0.8553637677649535,0.9673686405337782,0.8571428571428571,0.9045037531276063
S4,GMR-Bidirectional,10,3,LR,0.4513034451794521,0.5377397831526272,0.2018348623853211,0.5756880733944953
S4,GMR-Bidirectional,10,3,DT,0.6776515151515151,0.8794829024186821,0.8095238095238095,0.8794829024186822
S4,GMR-Bidirectional,10,3,XGB,0.8403216448551836,0.9830066722268558,0.8837209302325582,0.927231025854879
S4,GMR-Bidirectional,20,42,KNN,0.6935966810966812,0.8612544660579595,0.8,0.8614529575228265
S4,GMR-Bidirectional,20,42,RF,0.7690157065157066,0.9458118300913061,0.8,0.8614529575228265
S4,GMR-Bidirectional,20,42,LR,0.3305819545948788,0.5379118697895989,0.10309278350515463,0.5504168320762207
S4,GMR-Bidirectional,20,42,DT,0.3496753246753247,0.722905915045653,0.5555555555555556,0.722905915045653
S4,GMR-Bidirectional,20,42,XGB,0.8004624163715073,0.981738785232235,0.8,0.8614529575228265
S4,GMR-Bidirectional,20,0,KNN,0.7502164502164502,0.9043271139341009,0.6666666666666666,0.7705438666137356
S4,GMR-Bidirectional,20,0,RF,0.8036255411255412,0.9430329495831679,0.6666666666666666,0.7705438666137356
S4,GMR-Bidirectional,20,0,LR,0.1480325132073543,0.4299325129019452,0.08888888888888889,0.518062723302898
S4,GMR-Bidirectional,20,0,DT,0.5734848484848485,0.8159984120682809,0.7368421052631579,0.815998412068281
S4,GMR-Bidirectional,20,0,XGB,0.9406926406926406,0.9964271536323939,0.8571428571428571,0.906907502977372
S4,GMR-Bidirectional,20,1,KNN,0.8147727272727272,0.9499801508535133,0.7368421052631579,0.815998412068281
S4,GMR-Bidirectional,20,1,RF,0.8150143973673385,0.9886859865025803,0.5555555555555556,0.722905915045653
S4,GMR-Bidirectional,20,1,LR,0.21024547866727336,0.32671695117109967,0.038461538461538464,0.39221913457721314
S4,GMR-Bidirectional,20,1,DT,0.4600524475524476,0.852719333068678,0.6666666666666666,0.852719333068678
S4,GMR-Bidirectional,20,1,XGB,0.7994017094017094,0.9863040889241762,0.7619047619047619,0.8592695514092894
S4,GMR-Bidirectional,20,2,KNN,0.7343073593073594,0.9031361651448988,0.6666666666666666,0.7705438666137356
S4,GMR-Bidirectional,20,2,RF,0.7709298871063577,0.9360857483128227,0.7,0.813815005954744
S4,GMR-Bidirectional,20,2,LR,0.3634334370658821,0.5164747915839618,0.09900990099009901,0.5416832076220722
S4,GMR-Bidirectional,20,2,DT,0.5414256198347107,0.8570861452957522,0.7272727272727273,0.8570861452957523
S4,GMR-Bidirectional,20,2,XGB,0.8023482199618563,0.9597062326319968,0.6666666666666666,0.8116315998412068
S4,GMR-Bidirectional,20,3,KNN,0.8095582447855174,0.9509726081778483,0.6666666666666666,0.7705438666137356
S4,GMR-Bidirectional,20,3,RF,0.8618741765480897,0.9464073044859072,0.7777777777777778,0.8181818181818181
S4,GMR-Bidirectional,20,3,LR,0.12880150035435894,0.3687971417229059,0.06593406593406594,0.46824136562127827
S4,GMR-Bidirectional,20,3,DT,0.4621212121212121,0.8116315998412067,0.6666666666666666,0.8116315998412068
S4,GMR-Bidirectional,20,3,XGB,0.881720790389521,0.9916633584755856,0.7368421052631579,0.815998412068281
S4,GMR-Bidirectional,50,42,KNN,0.2432692307692308,0.6812765957446809,0.3333333333333333,0.6
S4,GMR-Bidirectional,50,42,RF,0.44362745098039214,0.7706382978723405,0.5714285714285714,0.7
S4,GMR-Bidirectional,50,42,LR,0.0803958175817939,0.4059574468085107,0.05,0.5446808510638298
S4,GMR-Bidirectional,50,42,DT,0.17250000000000004,0.6936170212765957,0.4,0.6936170212765957
S4,GMR-Bidirectional,50,42,XGB,0.40345864661654135,0.9540425531914893,0.3333333333333333,0.6
S4,GMR-Bidirectional,50,0,KNN,0.5641666666666667,0.8906382978723404,0.5714285714285714,0.7
S4,GMR-Bidirectional,50,0,RF,0.4628787878787879,0.7731914893617021,0.5,0.6978723404255319
S4,GMR-Bidirectional,50,0,LR,0.2178993530210988,0.46468085106382984,0.0392156862745098,0.4978723404255319
S4,GMR-Bidirectional,50,0,DT,0.2791666666666667,0.6978723404255319,0.5,0.6978723404255319
S4,GMR-Bidirectional,50,0,XGB,0.546693657219973,0.9395744680851063,0.4,0.6936170212765957
S4,GMR-Bidirectional,50,1,KNN,0.8666666666666667,0.9957446808510639,0.3333333333333333,0.6
S4,GMR-Bidirectional,50,1,RF,0.7892857142857144,0.9940425531914894,0.6666666666666666,0.7978723404255319
S4,GMR-Bidirectional,50,1,LR,0.41612654012654016,0.622127659574468,0.039603960396039604,0.5
S4,GMR-Bidirectional,50,1,DT,0.21250000000000002,0.6957446808510638,0.4444444444444444,0.6957446808510639
S4,GMR-Bidirectional,50,1,XGB,0.8261904761904761,0.9957446808510638,0.6,0.7957446808510638
S4,GMR-Bidirectional,50,2,KNN,0.41250000000000003,0.6961702127659575,0.5714285714285714,0.7
S4,GMR-Bidirectional,50,2,RF,0.5712254901960785,0.8795744680851064,0.3333333333333333,0.6
S4,GMR-Bidirectional,50,2,LR,0.11926159602497054,0.3965957446808511,0.05194805194805195,0.5510638297872341
S4,GMR-Bidirectional,50,2,DT,0.08333333333333333,0.5957446808510638,0.25,0.5957446808510638
S4,GMR-Bidirectional,50,2,XGB,0.8583333333333332,0.9957446808510638,0.5714285714285714,0.7
S4,GMR-Bidirectional,50,3,KNN,0.6341666666666667,0.8940425531914894,0.5714285714285714,0.7
S4,GMR-Bidirectional,50,3,RF,0.6477124183006536,0.9846808510638299,0.5714285714285714,0.7
S4,GMR-Bidirectional,50,3,LR,0.054711426342800795,0.5293617021276597,0.04878048780487805,0.5404255319148936
S4,GMR-Bidirectional,50,3,DT,0.21250000000000002,0.6957446808510638,0.4444444444444444,0.6957446808510639
S4,GMR-Bidirectional,50,3,XGB,0.7797979797979797,0.9906382978723404,0.5714285714285714,0.7
S4,GMR-DataGated,5,42,KNN,0.9043510543510543,0.9688125,0.9113924050632911,0.9425
S4,GMR-DataGated,5,42,RF,0.9816050866273389,0.9968125,0.926829268292683,0.965
S4,GMR-DataGated,5,42,LR,0.5053398641458464,0.508,0.26573426573426573,0.5275
S4,GMR-DataGated,5,42,DT,0.8472560975609756,0.9525,0.9135802469135802,0.9525
S4,GMR-DataGated,5,42,XGB,0.9841518847006653,0.9964999999999999,0.891566265060241,0.9475
S4,GMR-DataGated,5,0,KNN,0.9148662173202615,0.9688749999999999,0.9,0.94
S4,GMR-DataGated,5,0,RF,0.9387957277009712,0.9881249999999999,0.8974358974358975,0.9299999999999999
S4,GMR-DataGated,5,0,LR,0.39341423879259174,0.468375,0.22950819672131148,0.505
S4,GMR-DataGated,5,0,DT,0.6931910569105691,0.8925,0.8148148148148148,0.8925
S4,GMR-DataGated,5,0,XGB,0.9528929953529895,0.9916250000000001,0.8641975308641975,0.9225
S4,GMR-DataGated,5,1,KNN,0.8855252225312247,0.98675,0.9069767441860465,0.97
S4,GMR-DataGated,5,1,RF,0.8798471235906276,0.9856875,0.9047619047619048,0.96
S4,GMR-DataGated,5,1,LR,0.5113837163146663,0.547875,0.2900763358778626,0.5575
S4,GMR-DataGated,5,1,DT,0.806910569105691,0.9374999999999999,0.8888888888888888,0.9375
S4,GMR-DataGated,5,1,XGB,0.955505820965736,0.9920625,0.9047619047619048,0.96
S4,GMR-DataGated,5,2,KNN,0.9050066600066601,0.958125,0.9113924050632911,0.9425
S4,GMR-DataGated,5,2,RF,0.9331348463785423,0.9659374999999999,0.891566265060241,0.9475
S4,GMR-DataGated,5,2,LR,0.5188173351547799,0.5521250000000001,0.3007518796992481,0.5675
S4,GMR-DataGated,5,2,DT,0.7855263157894737,0.9149999999999999,0.8717948717948718,0.915
S4,GMR-DataGated,5,2,XGB,0.9401367936258844,0.984125,0.891566265060241,0.9475
S4,GMR-DataGated,5,3,KNN,0.8286314133894779,0.940125,0.8421052631578947,0.89
S4,GMR-DataGated,5,3,RF,0.8973133046540582,0.9592499999999999,0.8461538461538461,0.8999999999999999
S4,GMR-DataGated,5,3,LR,0.5911796810636587,0.668625,0.37037037037037035,0.6375
S4,GMR-DataGated,5,3,DT,0.7456140350877193,0.8999999999999999,0.8461538461538461,0.8999999999999999
S4,GMR-DataGated,5,3,XGB,0.9085915232146524,0.9542499999999999,0.8831168831168831,0.9175
S4,GMR-DataGated,10,42,KNN,0.812367190382248,0.9279608006672226,0.85,0.8840700583819849
S4,GMR-DataGated,10,42,RF,0.8156449691814784,0.9446413678065054,0.8,0.8590492076730609
S4,GMR-DataGated,10,42,LR,0.3978047922331075,0.5229357798165137,0.15517241379310345,0.5095913261050876
S4,GMR-DataGated,10,42,DT,0.6714646464646464,0.8590492076730609,0.8,0.8590492076730609
S4,GMR-DataGated,10,42,XGB,0.8612035432364591,0.9838407005838199,0.7692307692307693,0.8363219349457882
S4,GMR-DataGated,10,0,KNN,0.874134199134199,0.9514178482068391,0.8888888888888888,0.9476647206005004
S4,GMR-DataGated,10,0,RF,0.86015955070979,0.9675771476230192,0.9090909090909091,0.9499582985821518
S4,GMR-DataGated,10,0,LR,0.31818388427820754,0.47539616346955793,0.15789473684210525,0.5141784820683903
S4,GMR-DataGated,10,0,DT,0.7751456876456877,0.9658048373644704,0.875,0.9658048373644704
S4,GMR-DataGated,10,0,XGB,0.9626246228518957,0.99395329441201,0.8888888888888888,0.9476647206005004
S4,GMR-DataGated,10,1,KNN,0.8734126984126984,0.9492285237698082,0.8421052631578947,0.8636363636363636
S4,GMR-DataGated,10,1,RF,0.902352326748112,0.9890533778148457,0.7804878048780488,0.8567556296914095
S4,GMR-DataGated,10,1,LR,0.37508189812660586,0.5016680567139283,0.1834862385321101,0.5506672226855713
S4,GMR-DataGated,10,1,DT,0.6463744588744589,0.8771893244370309,0.7906976744186046,0.8771893244370308
S4,GMR-DataGated,10,1,XGB,0.8918260456089099,0.9871768140116765,0.75,0.8340283569641367
S4,GMR-DataGated,10,2,KNN,0.7667650531286896,0.9026271893244371,0.6666666666666666,0.76814011676397
S4,GMR-DataGated,10,2,RF,0.8391550202854031,0.9218098415346122,0.7567567567567568,0.8158882402001668
S4,GMR-DataGated,10,2,LR,0.2826010802083598,0.4718515429524604,0.16666666666666666,0.530442035029191
S4,GMR-DataGated,10,2,DT,0.5901515151515151,0.8135946622185154,0.7368421052631579,0.8135946622185155
S4,GMR-DataGated,10,2,XGB,0.9050622569800144,0.9908256880733946,0.7692307692307693,0.8363219349457882
S4,GMR-DataGated,10,3,KNN,0.8136857707509882,0.9273352793994996,0.8571428571428571,0.9045037531276063
S4,GMR-DataGated,10,3,RF,0.8029502379372819,0.9428690575479567,0.8205128205128205,0.8613427856547122
S4,GMR-DataGated,10,3,LR,0.4245251787069169,0.5214762301918265,0.19047619047619047,0.5598415346121768
S4,GMR-DataGated,10,3,DT,0.6714646464646464,0.8590492076730609,0.8,0.8590492076730609
S4,GMR-DataGated,10,3,XGB,0.8930005452421643,0.9795663052543786,0.8571428571428571,0.9045037531276063
S4,GMR-DataGated,20,42,KNN,0.6935966810966812,0.8612544660579595,0.8,0.8614529575228265
S4,GMR-DataGated,20,42,RF,0.6601133714770079,0.8985708614529576,0.7272727272727273,0.8570861452957523
S4,GMR-DataGated,20,42,LR,0.3161120514220601,0.5168717745136959,0.09803921568627451,0.5394998015085352
S4,GMR-DataGated,20,42,DT,0.5734848484848485,0.8159984120682809,0.7368421052631579,0.815998412068281
S4,GMR-DataGated,20,42,XGB,0.7806027306027307,0.9404525605398968,0.6956521739130435,0.8549027391822152
S4,GMR-DataGated,20,0,KNN,0.7195707070707071,0.8622469233822946,0.6666666666666666,0.7705438666137356
S4,GMR-DataGated,20,0,RF,0.7949549846288976,0.9418420007939659,0.7368421052631579,0.815998412068281
S4,GMR-DataGated,20,0,LR,0.15171276893199243,0.42993251290194523,0.0975609756097561,0.5355299722111949
S4,GMR-DataGated,20,0,DT,0.6530303030303031,0.8181818181818181,0.7777777777777778,0.8181818181818181
S4,GMR-DataGated,20,0,XGB,0.9386724386724387,0.9956331877729258,0.8421052631578947,0.8636363636363636
S4,GMR-DataGated,20,1,KNN,0.7987357339630067,0.9501786423183802,0.6666666666666666,0.7705438666137356
S4,GMR-DataGated,20,1,RF,0.8254791504791505,0.9884874950377134,0.5555555555555556,0.722905915045653
S4,GMR-DataGated,20,1,LR,0.21234824036527938,0.36085748312822546,0.05714285714285714,0.4376736800317586
S4,GMR-DataGated,20,1,DT,0.4299242424242424,0.7683604605001985,0.631578947368421,0.7683604605001985
S4,GMR-DataGated,20,1,XGB,0.8037851250766852,0.9845176657403732,0.5882352941176471,0.7250893211591901
S4,GMR-DataGated,20,2,KNN,0.773255280073462,0.906113537117904,0.6666666666666666,0.7705438666137356
S4,GMR-DataGated,20,2,RF,0.80093103082915,0.9414450178642318,0.7368421052631579,0.815998412068281
S4,GMR-DataGated,20,2,LR,0.36216592824973226,0.5136959110758237,0.09615384615384616,0.5351329892814609
S4,GMR-DataGated,20,2,DT,0.5734848484848485,0.8159984120682809,0.7368421052631579,0.815998412068281
S4,GMR-DataGated,20,2,XGB,0.7907690348866819,0.9708217546645495,0.631578947368421,0.7683604605001985
S4,GMR-DataGated,20,3,KNN,0.7190771349862259,0.9045256053989679,0.4,0.6341802302500992
S4,GMR-DataGated,20,3,RF,0.8174242424242426,0.9039301310043669,0.7058823529411765,0.7727272727272727
S4,GMR-DataGated,20,3,LR,0.12251110964501483,0.3084557364033347,0.024096385542168676,0.3904327113934101
S4,GMR-DataGated,20,3,DT,0.4621212121212121,0.8116315998412067,0.6666666666666666,0.8116315998412068
S4,GMR-DataGated,20,3,XGB,0.8364304812834225,0.9892814608971814,0.5882352941176471,0.7250893211591901
S4,GMR-DataGated,50,42,KNN,0.2569444444444445,0.6880851063829786,0.3333333333333333,0.6
S4,GMR-DataGated,50,42,RF,0.44166666666666665,0.7740425531914894,0.5714285714285714,0.7
S4,GMR-DataGated,50,42,LR,0.08377965087162195,0.3982978723404256,0.05194805194805195,0.5510638297872341
S4,GMR-DataGated,50,42,DT,0.21250000000000002,0.6957446808510638,0.4444444444444444,0.6957446808510639
S4,GMR-DataGated,50,42,XGB,0.3879120879120879,0.9523404255319149,0.2222222222222222,0.5936170212765958
S4,GMR-DataGated,50,0,KNN,0.5641666666666667,0.8906382978723404,0.5714285714285714,0.7
S4,GMR-DataGated,50,0,RF,0.37916666666666665,0.7706382978723404,0.5,0.6978723404255319
S4,GMR-DataGated,50,0,LR,0.25090486688950525,0.4434042553191489,0.04081632653061224,0.5063829787234042
S4,GMR-DataGated,50,0,DT,0.2791666666666667,0.6978723404255319,0.5,0.6978723404255319
S4,GMR-DataGated,50,0,XGB,0.5934782608695652,0.9719148936170212,0.4,0.6936170212765957
S4,GMR-DataGated,50,1,KNN,0.8769230769230769,0.996595744680851,0.3333333333333333,0.6
S4,GMR-DataGated,50,1,RF,0.8392857142857142,0.9948936170212767,0.75,0.8
S4,GMR-DataGated,50,1,LR,0.4144465560396774,0.588936170212766,0.0380952380952381,0.49148936170212765
S4,GMR-DataGated,50,1,DT,0.21250000000000002,0.6957446808510638,0.4444444444444444,0.6957446808510639
S4,GMR-DataGated,50,1,XGB,0.7961904761904761,0.9948936170212767,0.5,0.6978723404255319
S4,GMR-DataGated,50,2,KNN,0.41250000000000003,0.6974468085106382,0.5714285714285714,0.7
S4,GMR-DataGated,50,2,RF,0.6113095238095239,0.8859574468085106,0.3333333333333333,0.6
S4,GMR-DataGated,50,2,LR,0.2153474529189586,0.3982978723404256,0.029850746268656716,0.47021276595744677
S4,GMR-DataGated,50,2,DT,0.21666666666666667,0.6,0.3333333333333333,0.6
S4,GMR-DataGated,50,2,XGB,0.7722222222222221,0.9897872340425533,0.5714285714285714,0.7
S4,GMR-DataGated,50,3,KNN,0.668452380952381,0.8965957446808511,0.5714285714285714,0.7
S4,GMR-DataGated,50,3,RF,0.5680555555555555,0.8838297872340426,0.5714285714285714,0.7
S4,GMR-DataGated,50,3,LR,0.07124000367753207,0.5293617021276595,0.05405405405405406,0.5574468085106383
S4,GMR-DataGated,50,3,DT,0.36833333333333335,0.7957446808510639,0.6,0.7957446808510638
S4,GMR-DataGated,50,3,XGB,0.7285714285714284,0.9714893617021276,0.5714285714285714,0.7
S4,GMR-ModelAgnostic,5,42,KNN,0.9043510543510543,0.9688125,0.9113924050632911,0.9425
